Canoeing,Men's Canadian Doubles Slalom
Canoeing,Women's Kayak Singles 200 metres
Canoeing,Men's Kayak Doubles 200 metres
Canoeing,Men's Canadian Singles 200 metres
Canoeing,Men's Kayak Singles 200 metres
Cycling,Men's Road Race Individual
Cycling,Men's Points Race
Cycling,Men's Team Pursuit 4000 metres
Cycling,Men's 100 kilometres Team Time Trial
Cycling,Men's Individual Time Trial
Cycling,Women's Road Race Individual
Cycling,Women's Individual Time Trial
Cycling,Women's Omnium
Cycling,Women's Individual Pursuit 3000 metres
Cycling,Women's Points Race
Cycling,Women's Mountainbike Cross Country
Cycling,Women's 500 metres Time Trial
Cycling,Women's Sprint
Cycling,Women's Keirin
Cycling,Women's Team Sprint
Cycling,Women's Team Pursuit 3000 metres
Cycling,Men's Individual Pursuit 4000 metres
Cycling,Men's Madison
Cycling,Men's 1000 metres Time Trial
Cycling,Men's Keirin
Cycling,Men's Sprint
Cycling,Men's Team Sprint
Cycling,Men's Mountainbike Cross Country
Cycling,Women's BMX
Cycling,Men's Omnium
Cycling,Men's BMX
Cycling,Men's Tandem Sprint 2000 metres
Diving,Women's Platform
Diving,Men's Platform
Diving,Women's Springboard
Diving,Women's Synchronized Springboard
Diving,Women's Synchronized Platform
Diving,Men's Synchronized Platform
Diving,Men's Springboard
Diving,Men's Synchronized Springboard
Equestrianism,Mixed Jumping Team
Equestrianism,Mixed Jumping Individual
Equestrianism,Mixed Dressage Individual
Equestrianism,Mixed Three Day Event Individual
Equestrianism,Mixed Three Day Event Team
Equestrianism,Mixed Dressage Team
Equestrianism,Men's Three Day Event Individual
Equestrianism,Men's Three Day Event Team
Fencing,Men's Sabre Team
Fencing,Women's Foil Individual
Fencing,Women's Foil Team
Fencing,Men's Sabre Individual
Fencing,Women's epee Individual
Fencing,Women's Sabre Individual
Fencing,Women's Sabre Team
Fencing,Men's Foil Individual
Fencing,Men's Foil Team
Fencing,Men's epee Individual
Football,Women's Football
Football,Men's Football
Gymnastics,Women's Balance Beam
Gymnastics,Women's Floor Exercise
Gymnastics,Women's Horse Vault
Gymnastics,Women's Individual All Around
Gymnastics,Women's Team All Around
Gymnastics,Women's Uneven Bars
Gymnastics,Men's Floor Exercise
Gymnastics,Men's Horizontal Bar
Gymnastics,Men's Horse Vault
Gymnastics,Men's Individual All Around
Gymnastics,Men's Parallel Bars
Gymnastics,Men's Pommelled Horse
Gymnastics,Men's Team All Around
Gymnastics,Men's Rings
Handball,Men's Handball
Handball,Women's Handball
Hockey,Women's Hockey
Hockey,Men's Hockey
Judo,Men's Half Lightweight
Judo,Men's Lightweight
Judo,Women's Extra Lightweight
Judo,Women's Half Lightweight
Judo,Women's Lightweight
Judo,Women's Half Middleweight
Judo,Women's Middleweight
Judo,Women's Half Heavyweight
Judo,Women's Heavyweight
Judo,Men's Extra Lightweight
Judo,Men's Half Middleweight
Judo,Men's Half Heavyweight
Judo,Men's Middleweight
Judo,Men's Heavyweight
Judo,Men's Open Class
Modern Pentathlon,Men's Individual
Modern Pentathlon,Men's Team
Modern Pentathlon,Women's Individual
Rhythmic Gymnastics,Women's Group
Rhythmic Gymnastics,Women's Individual
Rowing,Women's Single Sculls
Rowing,Men's Coxless Pairs
Rowing,Women's Coxed Eights
Rowing,Men's Quadruple Sculls
Rowing,Men's Single Sculls
Rowing,Men's Coxed Eights
Rowing,Women's Coxless Fours
Rowing,Women's Double Sculls
Rowing,Women's Lightweight Double Sculls
Rowing,Women's Coxless Pairs
Rowing,Women's Quadruple Sculls
Rowing,Men's Double Sculls
Rowing,Men's Coxless Fours
Rowing,Men's Lightweight Double Sculls
Rowing,Men's Lightweight Coxless Fours
Rowing,Women's Coxed Quadruple Sculls
Rowing,Women's Coxed Fours
Rowing,Men's Coxed Fours
Rowing,Men's Coxed Pairs
Sailing,Mixed One Person Dinghy
Sailing,Mixed Two Person Keelboat
Sailing,Mixed Two Person Heavyweight Dinghy
Sailing,Mixed Three Person Keelboat
Sailing,Women's Two Person Dinghy
Sailing,Women's Windsurfer
Sailing,Men's Windsurfer
Sailing,Men's Two Person Dinghy
Sailing,Women's Three Person Keelboat
Sailing,Women's One Person Dinghy
Sailing,Mixed Multihull
Sailing,Men's One Person Dinghy
Sailing,Men's One Person Heavyweight Dinghy
Sailing,Mixed Skiff
Sailing,Men's Skiff
Sailing,Men's Two Person Keelboat
Sailing,Mixed Two Person Dinghy
Sailing,Mixed 5.5 metres
Sailing,Mixed Windsurfer
Shooting,Men's Free Rifle Three Positions 300 metres
Shooting,Women's Air Rifle 10 metres
Shooting,Women's Small Bore Rifle Three Positions 50 metres
Shooting,Women's Air Pistol 10 metres
Shooting,Women's Sporting Pistol 25 metres
Shooting,Women's Double Trap
Shooting,Women's Trap
Shooting,Women's Skeet
Shooting,Men's Air Pistol 10 metres
Shooting,Men's Free Pistol 50 metres
Shooting,Men's Rapid Fire Pistol 25 metres
Shooting,Men's Air Rifle 10 metres
Shooting,Men's Small Bore Rifle Prone 50 metres
Shooting,Men's Small Bore Rifle Three Positions 50 metres
Shooting,Men's Double Trap
Shooting,Men's Trap
Shooting,Men's Skeet
Shooting,Men's Running Target 10 metres
Shooting,Mixed Trap
Shooting,Mixed Small Bore Rifle Prone 50 metres
Shooting,Mixed Free Pistol 50 metres
Shooting,Mixed Rapid Fire Pistol 25 metres
Shooting,Mixed Small Bore Rifle Three Positions 50 metres
Shooting,Mixed Running Target 50 metres
Shooting,Mixed Skeet
Shooting,Men's Running Target 50 metres
Shooting,Mixed Free Rifle Three Positions 300 metres
Softball,Women's Softball
Swimming,Women's 100 metres Backstroke
Swimming,Women's 200 metres Backstroke
Swimming,Women's 4 x 100 metres Medley Relay
Swimming,Women's 4 x 100 metres Freestyle Relay
Swimming,Women's 100 metres Breaststroke
Swimming,Women's 200 metres Breaststroke
Swimming,Women's 200 metres Freestyle
Swimming,Men's 50 metres Freestyle
Swimming,Men's 400 metres Individual Medley
Swimming,Women's 200 metres Butterfly
Swimming,Men's 4 x 200 metres Freestyle Relay
Swimming,Men's 100 metres Butterfly
Swimming,Men's 100 metres Backstroke
Swimming,Men's 200 metres Backstroke
Swimming,Men's 4 x 100 metres Medley Relay
Swimming,Men's 200 metres Individual Medley
Swimming,Men's 100 metres Breaststroke
Swimming,Men's 200 metres Breaststroke
Swimming,Men's 4 x 100 metres Freestyle Relay
Swimming,Men's 200 metres Freestyle
Swimming,Men's 200 metres Butterfly
Swimming,Men's 400 metres Freestyle
Swimming,Men's 1500 metres Freestyle
Swimming,Men's 100 metres Freestyle
Swimming,Women's 400 metres Individual Medley
Swimming,Women's 200 metres Individual Medley
Swimming,Women's 4 x 200 metres Freestyle Relay
Swimming,Women's 400 metres Freestyle
Swimming,Women's 800 metres Freestyle
Swimming,Women's 100 metres Butterfly
Swimming,Women's 4100 metres Freestyle Relay
Swimming,Women's 4100 metres Medley Relay
Swimming,Women's 4200 metres Freestyle Relay
Swimming,Women's 100 metres Freestyle
Swimming,Women's 50 metres Freestyle
Swimming,Women's 10 kilometres Open Water
Swimming,Men's 4200 metres Freestyle Relay
Swimming,Men's 4100 metres Medley Relay
Swimming,Men's 4100 metres Freestyle Relay
Swimming,Men's 10 kilometres Open Water
Swimming,Men's 4 x 200 metres Freestyle Relay
Synchronized Swimming,Women's Duet
Synchronized Swimming,Women's Team
Synchronized Swimming,Women's Solo
Table Tennis,Women's Doubles
Table Tennis,Women's Singles
Table Tennis,Women's Team
Table Tennis,Men's Doubles
Table Tennis,Men's Singles
Table Tennis,Men's Team
Taekwondo,Women's Flyweight
Taekwondo,Women's Featherweight
Taekwondo,Women's Welterweight
Taekwondo,Women's Heavyweight
Taekwondo,Men's Flyweight
Taekwondo,Men's Featherweight
Taekwondo,Men's Heavyweight
Taekwondo,Men's Welterweight
Tennis,Men's Singles
Tennis,Men's Doubles
Tennis,Women's Singles
Tennis,Women's Doubles
Tennis,Mixed Doubles
Trampolining,Men's Individual
Trampolining,Women's Individual
Triathlon,Women's Olympic Distance
Triathlon,Men's Olympic Distance
Volleyball,Women's Volleyball
Volleyball,Men's Volleyball
Water Polo,Men's Water Polo
Water Polo,Women's Water Polo
Weightlifting,Men's Middle Heavyweight
Weightlifting,Men's Heavyweight I
Weightlifting,Men's Middleweight
Weightlifting,Men's Heavyweight II
Weightlifting,Men's Bantamweight
Weightlifting,Women's Flyweight
Weightlifting,Women's Featherweight
Weightlifting,Women's Lightweight
Weightlifting,Women's Middleweight
Weightlifting,Men's Featherweight
Weightlifting,Men's Lightweight
Weightlifting,Men's Light Heavyweight
Weightlifting,Women's Super Heavyweight
Weightlifting,Women's Heavyweight
Weightlifting,Women's Light Heavyweight
Weightlifting,Men's Heavyweight
Weightlifting,Men's Super Heavyweight
Weightlifting,Men's Flyweight
Wrestling,Men's Bantamweight Freestyle
Wrestling,Men's Featherweight Freestyle
Wrestling,Men's Welterweight Freestyle
Wrestling,Men's Light Heavyweight Freestyle
Wrestling,Men's Super Heavyweight Freestyle
Wrestling,Men's Lightweight Greco Roman
Wrestling,Women's Flyweight Freestyle
Wrestling,Women's Lightweight Freestyle
Wrestling,Women's Middleweight Freestyle
Wrestling,Women's Heavyweight Freestyle
Wrestling,Men's Welterweight Greco Roman
Wrestling,Men's Middleweight Greco Roman
Wrestling,Men's Super Heavyweight Greco Roman
Wrestling,Men's Featherweight Greco Roman
Wrestling,Men's Light Heavyweight Greco Roman
Wrestling,Men's Heavyweight Greco Roman
Wrestling,Men's Middleweight Freestyle
Wrestling,Men's Lightweight Freestyle
Wrestling,Men's Heavyweight Freestyle
Wrestling,Men's Light Flyweight Freestyle
Wrestling,Men's Flyweight Freestyle
Wrestling,Men's Bantamweight Greco Roman
Wrestling,Men's Flyweight Greco Roman
Wrestling,Men's Light Flyweight Greco Roman
